ward_section_concatenated,ward,section,month_name,month_number,dates,year,dates_list,date
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,1,2025-10-01
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,7,2025-10-07
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,8,2025-10-08
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,14,2025-10-14
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,15,2025-10-15
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,21,2025-10-21
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,22,2025-10-22
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,28,2025-10-28
0205,02,05,OCTOBER,10,"1,7,8,14,15,21,22,28,29",2025,29,2025-10-29
0206,02,06,APRIL,4,"9,10",2025,9,2025-04-09
0206,02,06,APRIL,4,"9,10",2025,10,2025-04-10
0206,02,06,MAY,5,"7,8,21,22",2025,7,2025-05-07
0206,02,06,MAY,5,"7,8,21,22",2025,8,2025-05-08
0206,02,06,MAY,5,"7,8,21,22",2025,21,2025-05-21
0206,02,06,MAY,5,"7,8,21,22",2025,22,2025-05-22
0206,02,06,JUNE,6,"5,6,20,23",2025,5,2025-06-05
0206,02,06,JUNE,6,"5,6,20,23",2025,6,2025-06-06
0206,02,06,JUNE,6,"5,6,20,23",2025,20,2025-06-20
0206,02,06,JUNE,6,"5,6,20,23",2025,23,2025-06-23
0206,02,06,JULY,7,"7,8,21,22",2025,7,2025-07-07
0206,02,06,JULY,7,"7,8,21,22",2025,8,2025-07-08
0206,02,06,JULY,7,"7,8,21,22",2025,21,2025-07-21
0206,02,06,JULY,7,"7,8,21,22",2025,22,2025-07-22
0206,02,06,AUGUST,8,"4,5,18,19",2025,4,2025-08-04
0206,02,06,AUGUST,8,"4,5,18,19",2025,5,2025-08-05
0206,02,06,AUGUST,8,"4,5,18,19",2025,18,2025-08-18
0206,02,06,AUGUST,8,"4,5,18,19",2025,19,2025-08-19
0206,02,06,SEPTEMBER,9,"2,3,16,17,30",2025,2,2025-09-02
0206,02,06,SEPTEMBER,9,"2,3,16,17,30",2025,3,2025-09-03
0206,02,06,SEPTEMBER,9,"2,3,16,17,30",2025,16,2025-09-16
0206,02,06,SEPTEMBER,9,"2,3,16,17,30",2025,17,2025-09-17
0206,02,06,SEPTEMBER,9,"2,3,16,17,30",2025,30,2025-09-30
0206,02,06,OCTOBER,10,"1,15,16,29,30",2025,1,2025-10-01
0206,02,06,OCTOBER,10,"1,15,16,29,30",2025,15,2025-10-15
0206,02,06,OCTOBER,10,"1,15,16,29,30",2025,16,2025-10-16
0206,02,06,OCTOBER,10,"1,15,16,29,30",2025,29,2025-10-29
0206,02,06,OCTOBER,10,"1,15,16,29,30",2025,30,2025-10-30
0206,02,06,NOVEMBER,11,"13,14",2025,13,2025-11-13
0206,02,06,NOVEMBER,11,"13,14",2025,14,2025-11-14
0207,02,07,APRIL,4,"11,14",2025,11,2025-04-11
0207,02,07,APRIL,4,"11,14",2025,14,2025-04-14
0207,02,07,MAY,5,"9,10,23,27",2025,9,2025-05-09
0207,02,07,MAY,5,"9,10,23,27",2025,10,2025-05-10
0207,02,07,MAY,5,"9,10,23,27",2025,23,2025-05-23
0207,02,07,MAY,5,"9,10,23,27",2025,27,2025-05-27
0207,02,07,JUNE,6,"9,10,24,25",2025,9,2025-06-09
0207,02,07,JUNE,6,"9,10,24,25",2025,10,2025-06-10
0207,02,07,JUNE,6,"9,10,24,25",2025,24,2025-06-24
0207,02,07,JUNE,6,"9,10,24,25",2025,25,2025-06-25
0207,02,07,JULY,7,"9,10,23,24",2025,9,2025-07-09
0207,02,07,JULY,7,"9,10,23,24",2025,10,2025-07-10
0207,02,07,JULY,7,"9,10,23,24",2025,23,2025-07-23
0207,02,07,JULY,7,"9,10,23,24",2025,24,2025-07-24
0207,02,07,AUGUST,8,"6,7,20,21",2025,6,2025-08-06
0207,02,07,AUGUST,8,"6,7,20,21",2025,7,2025-08-07
0207,02,07,AUGUST,8,"6,7,20,21",2025,20,2025-08-20
0207,02,07,AUGUST,8,"6,7,20,21",2025,21,2025-08-21
0207,02,07,SEPTEMBER,9,"4,5,18,19",2025,4,2025-09-04
0207,02,07,SEPTEMBER,9,"4,5,18,19",2025,5,2025-09-05
0207,02,07,SEPTEMBER,9,"4,5,18,19",2025,18,2025-09-18
0207,02,07,SEPTEMBER,9,"4,5,18,19",2025,19,2025-09-19
0207,02,07,OCTOBER,10,"2,3,17,20,31",2025,2,2025-10-02
0207,02,07,OCTOBER,10,"2,3,17,20,31",2025,3,2025-10-03
0207,02,07,OCTOBER,10,"2,3,17,20,31",2025,17,2025-10-17
0207,02,07,OCTOBER,10,"2,3,17,20,31",2025,20,2025-10-20
0207,02,07,OCTOBER,10,"2,3,17,20,31",2025,31,2025-10-31
0207,02,07,NOVEMBER,11,"3,17,18",2025,3,2025-11-03
0207,02,07,NOVEMBER,11,"3,17,18",2025,17,2025-11-17
0207,02,07,NOVEMBER,11,"3,17,18",2025,18,2025-11-18
0301,03,01,APRIL,4,"1,2",2025,1,2025-04-01
0301,03,01,APRIL,4,"1,2",2025,2,2025-04-02
0301,03,01,MAY,5,"15,16",2025,15,2025-05-15
0301,03,01,MAY,5,"15,16",2025,16,2025-05-16
0301,03,01,JULY,7,"2,3",2025,2,2025-07-02
0301,03,01,JULY,7,"2,3",2025,3,2025-07-03
0301,03,01,AUGUST,8,"18,19",2025,18,2025-08-18
0301,03,01,AUGUST,8,"18,19",2025,19,2025-08-19
0301,03,01,OCTOBER,10,"2,3",2025,2,2025-10-02
0301,03,01,OCTOBER,10,"2,3",2025,3,2025-10-03
0301,03,01,NOVEMBER,11,"19,20",2025,19,2025-11-19
0301,03,01,NOVEMBER,11,"19,20",2025,20,2025-11-20
0302,03,02,APRIL,4,"3,4",2025,3,2025-04-03
0302,03,02,APRIL,4,"3,4",2025,4,2025-04-04
0302,03,02,MAY,5,"19,20",2025,19,2025-05-19
0302,03,02,MAY,5,"19,20",2025,20,2025-05-20
0302,03,02,JULY,7,"7,8",2025,7,2025-07-07
0302,03,02,JULY,7,"7,8",2025,8,2025-07-08
0302,03,02,AUGUST,8,"20,21",2025,20,2025-08-20
0302,03,02,AUGUST,8,"20,21",2025,21,2025-08-21
0302,03,02,OCTOBER,10,"6,7",2025,6,2025-10-06
0302,03,02,OCTOBER,10,"6,7",2025,7,2025-10-07
0302,03,02,NOVEMBER,11,"21,24",2025,21,2025-11-21
0302,03,02,NOVEMBER,11,"21,24",2025,24,2025-11-24
0303,03,03,APRIL,4,"7,8",2025,7,2025-04-07
0303,03,03,APRIL,4,"7,8",2025,8,2025-04-08
0303,03,03,MAY,5,"21,22",2025,21,2025-05-21
0303,03,03,MAY,5,"21,22",2025,22,2025-05-22
0303,03,03,JULY,7,"9,10",2025,9,2025-07-09
0303,03,03,JULY,7,"9,10",2025,10,2025-07-10
0303,03,03,AUGUST,8,"22,25",2025,22,2025-08-22
0303,03,03,AUGUST,8,"22,25",2025,25,2025-08-25
0303,03,03,OCTOBER,10,"8,9",2025,8,2025-10-08
0303,03,03,OCTOBER,10,"8,9",2025,9,2025-10-09
0304,03,04,APRIL,4,"9,10",2025,9,2025-04-09
0304,03,04,APRIL,4,"9,10",2025,10,2025-04-10
0304,03,04,MAY,5,"23,27",2025,23,2025-05-23
0304,03,04,MAY,5,"23,27",2025,27,2025-05-27
0304,03,04,JULY,7,"11,14",2025,11,2025-07-11
0304,03,04,JULY,7,"11,14",2025,14,2025-07-14
0304,03,04,AUGUST,8,"26,27",2025,26,2025-08-26
0304,03,04,AUGUST,8,"26,27",2025,27,2025-08-27
0304,03,04,OCTOBER,10,"10,14",2025,10,2025-10-10
0304,03,04,OCTOBER,10,"10,14",2025,14,2025-10-14
0305,03,05,APRIL,4,"11,14",2025,11,2025-04-11
0305,03,05,APRIL,4,"11,14",2025,14,2025-04-14
0305,03,05,MAY,5,"28,29",2025,28,2025-05-28
0305,03,05,MAY,5,"28,29",2025,29,2025-05-29
0305,03,05,JULY,7,"15,16",2025,15,2025-07-15
0305,03,05,JULY,7,"15,16",2025,16,2025-07-16
0305,03,05,AUGUST,8,"28,29",2025,28,2025-08-28
0305,03,05,AUGUST,8,"28,29",2025,29,2025-08-29
0305,03,05,OCTOBER,10,"15,16",2025,15,2025-10-15
0305,03,05,OCTOBER,10,"15,16",2025,16,2025-10-16
0306,03,06,APRIL,4,"15,16",2025,15,2025-04-15
0306,03,06,APRIL,4,"15,16",2025,16,2025-04-16
0306,03,06,MAY,5,30,2025,30,2025-05-30
0306,03,06,JUNE,6,2,2025,2,2025-06-02
0306,03,06,JULY,7,"17,18",2025,17,2025-07-17
0306,03,06,JULY,7,"17,18",2025,18,2025-07-18
0306,03,06,SEPTEMBER,9,"2,3",2025,2,2025-09-02
0306,03,06,SEPTEMBER,9,"2,3",2025,3,2025-09-03
0306,03,06,OCTOBER,10,"17,20",2025,17,2025-10-17
0306,03,06,OCTOBER,10,"17,20",2025,20,2025-10-20
0307,03,07,APRIL,4,"17,18",2025,17,2025-04-17
0307,03,07,APRIL,4,"17,18",2025,18,2025-04-18
0307,03,07,JUNE,6,"3,4",2025,3,2025-06-03
0307,03,07,JUNE,6,"3,4",2025,4,2025-06-04
0307,03,07,JULY,7,"21,22",2025,21,2025-07-21
0307,03,07,JULY,7,"21,22",2025,22,2025-07-22
0307,03,07,SEPTEMBER,9,"4,5",2025,4,2025-09-04
0307,03,07,SEPTEMBER,9,"4,5",2025,5,2025-09-05
0307,03,07,OCTOBER,10,"21,22",2025,21,2025-10-21
0307,03,07,OCTOBER,10,"21,22",2025,22,2025-10-22
0308,03,08,APRIL,4,"21,22",2025,21,2025-04-21
0308,03,08,APRIL,4,"21,22",2025,22,2025-04-22
0308,03,08,JUNE,6,"5,6",2025,5,2025-06-05
0308,03,08,JUNE,6,"5,6",2025,6,2025-06-06
0308,03,08,JULY,7,"23,24",2025,23,2025-07-23
0308,03,08,JULY,7,"23,24",2025,24,2025-07-24
0308,03,08,SEPTEMBER,9,"8,9",2025,8,2025-09-08
0308,03,08,SEPTEMBER,9,"8,9",2025,9,2025-09-09
0308,03,08,OCTOBER,10,"23,24",2025,23,2025-10-23
0308,03,08,OCTOBER,10,"23,24",2025,24,2025-10-24
0309,03,09,APRIL,4,"23,24",2025,23,2025-04-23
0309,03,09,APRIL,4,"23,24",2025,24,2025-04-24
0309,03,09,JUNE,6,"9,10",2025,9,2025-06-09
0309,03,09,JUNE,6,"9,10",2025,10,2025-06-10
0309,03,09,JULY,7,"25,28",2025,25,2025-07-25
0309,03,09,JULY,7,"25,28",2025,28,2025-07-28
0309,03,09,SEPTEMBER,9,"10,11",2025,10,2025-09-10
0309,03,09,SEPTEMBER,9,"10,11",2025,11,2025-09-11
0309,03,09,OCTOBER,10,"27,28",2025,27,2025-10-27
0309,03,09,OCTOBER,10,"27,28",2025,28,2025-10-28
0310,03,10,APRIL,4,"25,28",2025,25,2025-04-25
0310,03,10,APRIL,4,"25,28",2025,28,2025-04-28
0310,03,10,JUNE,6,"11,12",2025,11,2025-06-11
0310,03,10,JUNE,6,"11,12",2025,12,2025-06-12
0310,03,10,JULY,7,"29,30",2025,29,2025-07-29
0310,03,10,JULY,7,"29,30",2025,30,2025-07-30
0310,03,10,SEPTEMBER,9,"12,15",2025,12,2025-09-12
0310,03,10,SEPTEMBER,9,"12,15",2025,15,2025-09-15
0310,03,10,OCTOBER,10,"29,30",2025,29,2025-10-29
0310,03,10,OCTOBER,10,"29,30",2025,30,2025-10-30
0311,03,11,APRIL,4,"29,30",2025,29,2025-04-29
0311,03,11,APRIL,4,"29,30",2025,30,2025-04-30
0311,03,11,JUNE,6,"13,16",2025,13,2025-06-13
0311,03,11,JUNE,6,"13,16",2025,16,2025-06-16
0311,03,11,JULY,7,31,2025,31,2025-07-31
0311,03,11,AUGUST,8,1,2025,1,2025-08-01
0311,03,11,SEPTEMBER,9,"16,17",2025,16,2025-09-16
0311,03,11,SEPTEMBER,9,"16,17",2025,17,2025-09-17
0311,03,11,OCTOBER,10,31,2025,31,2025-10-31
0311,03,11,NOVEMBER,11,3,2025,3,2025-11-03
0312,03,12,MAY,5,"1,2",2025,1,2025-05-01
0312,03,12,MAY,5,"1,2",2025,2,2025-05-02
0312,03,12,JUNE,6,"17,18",2025,17,2025-06-17
0312,03,12,JUNE,6,"17,18",2025,18,2025-06-18
0312,03,12,AUGUST,8,"4,5",2025,4,2025-08-04
0312,03,12,AUGUST,8,"4,5",2025,5,2025-08-05
0312,03,12,SEPTEMBER,9,"18,19",2025,18,2025-09-18
0312,03,12,SEPTEMBER,9,"18,19",2025,19,2025-09-19
0312,03,12,NOVEMBER,11,"4,5",2025,4,2025-11-04
0312,03,12,NOVEMBER,11,"4,5",2025,5,2025-11-05
0313,03,13,MAY,5,"5,6",2025,5,2025-05-05
0313,03,13,MAY,5,"5,6",2025,6,2025-05-06
0313,03,13,JUNE,6,"20,23",2025,20,2025-06-20
0313,03,13,JUNE,6,"20,23",2025,23,2025-06-23
0313,03,13,AUGUST,8,"6,7",2025,6,2025-08-06
0313,03,13,AUGUST,8,"6,7",2025,7,2025-08-07
0313,03,13,SEPTEMBER,9,"22,23",2025,22,2025-09-22
0313,03,13,SEPTEMBER,9,"22,23",2025,23,2025-09-23
0313,03,13,NOVEMBER,11,"6,7",2025,6,2025-11-06
0313,03,13,NOVEMBER,11,"6,7",2025,7,2025-11-07
0314,03,14,MAY,5,"7,8",2025,7,2025-05-07
0314,03,14,MAY,5,"7,8",2025,8,2025-05-08
0314,03,14,JUNE,6,"24,25",2025,24,2025-06-24
0314,03,14,JUNE,6,"24,25",2025,25,2025-06-25
0314,03,14,AUGUST,8,"8,11",2025,8,2025-08-08
0314,03,14,AUGUST,8,"8,11",2025,11,2025-08-11
0314,03,14,SEPTEMBER,9,"24,25",2025,24,2025-09-24
0314,03,14,SEPTEMBER,9,"24,25",2025,25,2025-09-25
0314,03,14,NOVEMBER,11,"10,12",2025,10,2025-11-10
0314,03,14,NOVEMBER,11,"10,12",2025,12,2025-11-12
0315,03,15,MAY,5,"9,12",2025,9,2025-05-09
0315,03,15,MAY,5,"9,12",2025,12,2025-05-12
0315,03,15,JUNE,6,"26,27",2025,26,2025-06-26
0315,03,15,JUNE,6,"26,27",2025,27,2025-06-27
0315,03,15,AUGUST,8,"12,13",2025,12,2025-08-12
0315,03,15,AUGUST,8,"12,13",2025,13,2025-08-13
0315,03,15,SEPTEMBER,9,"26,29",2025,26,2025-09-26
0315,03,15,SEPTEMBER,9,"26,29",2025,29,2025-09-29
0315,03,15,NOVEMBER,11,"13,14",2025,13,2025-11-13
0315,03,15,NOVEMBER,11,"13,14",2025,14,2025-11-14
0316,03,16,MAY,5,"13,14",2025,13,2025-05-13
0316,03,16,MAY,5,"13,14",2025,14,2025-05-14
0316,03,16,JUNE,6,30,2025,30,2025-06-30
0316,03,16,JULY,7,1,2025,1,2025-07-01
0316,03,16,AUGUST,8,"14,15",2025,14,2025-08-14
0316,03,16,AUGUST,8,"14,15",2025,15,2025-08-15
0316,03,16,SEPTEMBER,9,30,2025,30,2025-09-30
0316,03,16,OCTOBER,10,1,2025,1,2025-10-01
0316,03,16,NOVEMBER,11,"17,18",2025,17,2025-11-17
0316,03,16,NOVEMBER,11,"17,18",2025,18,2025-11-18
0401,04,01,APRIL,4,"1,2",2025,1,2025-04-01
0401,04,01,APRIL,4,"1,2",2025,2,2025-04-02
0401,04,01,MAY,5,"13,14",2025,13,2025-05-13
0401,04,01,MAY,5,"13,14",2025,14,2025-05-14
0401,04,01,JUNE,6,"26,27",2025,26,2025-06-26
0401,04,01,JUNE,6,"26,27",2025,27,2025-06-27
0401,04,01,AUGUST,8,"8,11",2025,8,2025-08-08
0401,04,01,AUGUST,8,"8,11",2025,11,2025-08-11
0401,04,01,SEPTEMBER,9,"22,23",2025,22,2025-09-22
0401,04,01,SEPTEMBER,9,"22,23",2025,23,2025-09-23
0401,04,01,NOVEMBER,11,"4,5",2025,4,2025-11-04
0401,04,01,NOVEMBER,11,"4,5",2025,5,2025-11-05
0402,04,02,APRIL,4,"3,4",2025,3,2025-04-03
0402,04,02,APRIL,4,"3,4",2025,4,2025-04-04
0402,04,02,MAY,5,"15,16",2025,15,2025-05-15
0402,04,02,MAY,5,"15,16",2025,16,2025-05-16
0402,04,02,JUNE,6,30,2025,30,2025-06-30
0402,04,02,JULY,7,1,2025,1,2025-07-01
0402,04,02,AUGUST,8,"12,13",2025,12,2025-08-12
0402,04,02,AUGUST,8,"12,13",2025,13,2025-08-13
0402,04,02,SEPTEMBER,9,"24,25",2025,24,2025-09-24
0402,04,02,SEPTEMBER,9,"24,25",2025,25,2025-09-25
0402,04,02,NOVEMBER,11,"6,7",2025,6,2025-11-06
0402,04,02,NOVEMBER,11,"6,7",2025,7,2025-11-07
0403,04,03,APRIL,4,"7,8",2025,7,2025-04-07
0403,04,03,APRIL,4,"7,8",2025,8,2025-04-08
0403,04,03,MAY,5,"19,20",2025,19,2025-05-19
0403,04,03,MAY,5,"19,20",2025,20,2025-05-20
0403,04,03,JULY,7,"2,3",2025,2,2025-07-02
0403,04,03,JULY,7,"2,3",2025,3,2025-07-03
0403,04,03,AUGUST,8,"14,15",2025,14,2025-08-14
0403,04,03,AUGUST,8,"14,15",2025,15,2025-08-15
0403,04,03,SEPTEMBER,9,"26,29",2025,26,2025-09-26
0403,04,03,SEPTEMBER,9,"26,29",2025,29,2025-09-29
0403,04,03,NOVEMBER,11,"10,12",2025,10,2025-11-10
0403,04,03,NOVEMBER,11,"10,12",2025,12,2025-11-12
0404,04,04,APRIL,4,"9,10",2025,9,2025-04-09
0404,04,04,APRIL,4,"9,10",2025,10,2025-04-10
0404,04,04,MAY,5,"21,22",2025,21,2025-05-21
0404,04,04,MAY,5,"21,22",2025,22,2025-05-22
0404,04,04,JULY,7,"7,8",2025,7,2025-07-07
0404,04,04,JULY,7,"7,8",2025,8,2025-07-08
0404,04,04,AUGUST,8,"18,19",2025,18,2025-08-18
0404,04,04,AUGUST,8,"18,19",2025,19,2025-08-19
0404,04,04,SEPTEMBER,9,30,2025,30,2025-09-30
0404,04,04,OCTOBER,10,1,2025,1,2025-10-01
0404,04,04,NOVEMBER,11,"13,14",2025,13,2025-11-13
0404,04,04,NOVEMBER,11,"13,14",2025,14,2025-11-14
0405,04,05,APRIL,4,"11,14",2025,11,2025-04-11
0405,04,05,APRIL,4,"11,14",2025,14,2025-04-14
0405,04,05,MAY,5,"23,27",2025,23,2025-05-23
0405,04,05,MAY,5,"23,27",2025,27,2025-05-27
0405,04,05,JULY,7,"9,10",2025,9,2025-07-09
0405,04,05,JULY,7,"9,10",2025,10,2025-07-10
0405,04,05,AUGUST,8,"20,21",2025,20,2025-08-20
0405,04,05,AUGUST,8,"20,21",2025,21,2025-08-21
0405,04,05,OCTOBER,10,"2,3",2025,2,2025-10-02
0405,04,05,OCTOBER,10,"2,3",2025,3,2025-10-03
0405,04,05,NOVEMBER,11,"17,18",2025,17,2025-11-17
0405,04,05,NOVEMBER,11,"17,18",2025,18,2025-11-18
0406,04,06,APRIL,4,"15,16",2025,15,2025-04-15
0406,04,06,APRIL,4,"15,16",2025,16,2025-04-16
0406,04,06,MAY,5,"28,29",2025,28,2025-05-28
0406,04,06,MAY,5,"28,29",2025,29,2025-05-29
0406,04,06,JULY,7,"11,14",2025,11,2025-07-11
0406,04,06,JULY,7,"11,14",2025,14,2025-07-14
0406,04,06,AUGUST,8,"22,25",2025,22,2025-08-22
0406,04,06,AUGUST,8,"22,25",2025,25,2025-08-25
0406,04,06,OCTOBER,10,"6,7",2025,6,2025-10-06
0406,04,06,OCTOBER,10,"6,7",2025,7,2025-10-07
0406,04,06,NOVEMBER,11,"19,20",2025,19,2025-11-19
0406,04,06,NOVEMBER,11,"19,20",2025,20,2025-11-20
0407,04,07,APRIL,4,"17,18",2025,17,2025-04-17
0407,04,07,APRIL,4,"17,18",2025,18,2025-04-18
0407,04,07,MAY,5,30,2025,30,2025-05-30
0407,04,07,JUNE,6,2,2025,2,2025-06-02
0407,04,07,JULY,7,"15,16",2025,15,2025-07-15
0407,04,07,JULY,7,"15,16",2025,16,2025-07-16
0407,04,07,AUGUST,8,"26,27",2025,26,2025-08-26
0407,04,07,AUGUST,8,"26,27",2025,27,2025-08-27
0407,04,07,OCTOBER,10,"8,9",2025,8,2025-10-08
0407,04,07,OCTOBER,10,"8,9",2025,9,2025-10-09
0407,04,07,NOVEMBER,11,"21,24",2025,21,2025-11-21
0407,04,07,NOVEMBER,11,"21,24",2025,24,2025-11-24
0408,04,08,APRIL,4,"21,22",2025,21,2025-04-21
0408,04,08,APRIL,4,"21,22",2025,22,2025-04-22
0408,04,08,JUNE,6,"3,4",2025,3,2025-06-03
0408,04,08,JUNE,6,"3,4",2025,4,2025-06-04
0408,04,08,JULY,7,"17,18",2025,17,2025-07-17
0408,04,08,JULY,7,"17,18",2025,18,2025-07-18
0408,04,08,AUGUST,8,"28,29",2025,28,2025-08-28
0408,04,08,AUGUST,8,"28,29",2025,29,2025-08-29
0408,04,08,OCTOBER,10,"10,14",2025,10,2025-10-10
0408,04,08,OCTOBER,10,"10,14",2025,14,2025-10-14
0409,04,09,APRIL,4,"23,24",2025,23,2025-04-23
0409,04,09,APRIL,4,"23,24",2025,24,2025-04-24
0409,04,09,JUNE,6,"5,6",2025,5,2025-06-05
0409,04,09,JUNE,6,"5,6",2025,6,2025-06-06
0409,04,09,JULY,7,"21,22",2025,21,2025-07-21
0409,04,09,JULY,7,"21,22",2025,22,2025-07-22
0409,04,09,SEPTEMBER,9,"2,3",2025,2,2025-09-02
0409,04,09,SEPTEMBER,9,"2,3",2025,3,2025-09-03
0409,04,09,OCTOBER,10,"15,16",2025,15,2025-10-15
0409,04,09,OCTOBER,10,"15,16",2025,16,2025-10-16
0410,04,10,APRIL,4,"25,28",2025,25,2025-04-25
0410,04,10,APRIL,4,"25,28",2025,28,2025-04-28
0410,04,10,JUNE,6,"9,10",2025,9,2025-06-09
0410,04,10,JUNE,6,"9,10",2025,10,2025-06-10
0410,04,10,JULY,7,"23,24",2025,23,2025-07-23
0410,04,10,JULY,7,"23,24",2025,24,2025-07-24
0410,04,10,SEPTEMBER,9,"4,5",2025,4,2025-09-04
0410,04,10,SEPTEMBER,9,"4,5",2025,5,2025-09-05
0410,04,10,OCTOBER,10,"17,20",2025,17,2025-10-17
0410,04,10,OCTOBER,10,"17,20",2025,20,2025-10-20
0411,04,11,APRIL,4,"29,30",2025,29,2025-04-29
0411,04,11,APRIL,4,"29,30",2025,30,2025-04-30
0411,04,11,JUNE,6,"11,12",2025,11,2025-06-11
0411,04,11,JUNE,6,"11,12",2025,12,2025-06-12
0411,04,11,JULY,7,"25,28",2025,25,2025-07-25
0411,04,11,JULY,7,"25,28",2025,28,2025-07-28
0411,04,11,SEPTEMBER,9,"8,9",2025,8,2025-09-08
0411,04,11,SEPTEMBER,9,"8,9",2025,9,2025-09-09
0411,04,11,OCTOBER,10,"21,22",2025,21,2025-10-21
0411,04,11,OCTOBER,10,"21,22",2025,22,2025-10-22
0412,04,12,MAY,5,"1,2",2025,1,2025-05-01
0412,04,12,MAY,5,"1,2",2025,2,2025-05-02
0412,04,12,JUNE,6,"13,16",2025,13,2025-06-13
0412,04,12,JUNE,6,"13,16",2025,16,2025-06-16
0412,04,12,JULY,7,"29,30",2025,29,2025-07-29
0412,04,12,JULY,7,"29,30",2025,30,2025-07-30
0412,04,12,SEPTEMBER,9,"10,11",2025,10,2025-09-10
0412,04,12,SEPTEMBER,9,"10,11",2025,11,2025-09-11
0412,04,12,OCTOBER,10,"23,24",2025,23,2025-10-23
0412,04,12,OCTOBER,10,"23,24",2025,24,2025-10-24
0413,04,13,MAY,5,"5,6",2025,5,2025-05-05
0413,04,13,MAY,5,"5,6",2025,6,2025-05-06
0413,04,13,JUNE,6,"17,18",2025,17,2025-06-17
0413,04,13,JUNE,6,"17,18",2025,18,2025-06-18
0413,04,13,JULY,7,31,2025,31,2025-07-31
0413,04,13,AUGUST,8,1,2025,1,2025-08-01
0413,04,13,SEPTEMBER,9,"12,15",2025,12,2025-09-12
0413,04,13,SEPTEMBER,9,"12,15",2025,15,2025-09-15
0413,04,13,OCTOBER,10,"27,28",2025,27,2025-10-27
0413,04,13,OCTOBER,10,"27,28",2025,28,2025-10-28
0414,04,14,MAY,5,"7,8",2025,7,2025-05-07
0414,04,14,MAY,5,"7,8",2025,8,2025-05-08
0414,04,14,JUNE,6,"20,23",2025,20,2025-06-20
0414,04,14,JUNE,6,"20,23",2025,23,2025-06-23
0414,04,14,AUGUST,8,"4,5",2025,4,2025-08-04
0414,04,14,AUGUST,8,"4,5",2025,5,2025-08-05
0414,04,14,SEPTEMBER,9,"16,17",2025,16,2025-09-16
0414,04,14,SEPTEMBER,9,"16,17",2025,17,2025-09-17
0414,04,14,OCTOBER,10,"29,30",2025,29,2025-10-29
0414,04,14,OCTOBER,10,"29,30",2025,30,2025-10-30
0415,04,15,MAY,5,"9,12",2025,9,2025-05-09
0415,04,15,MAY,5,"9,12",2025,12,2025-05-12
0415,04,15,JUNE,6,"24,25",2025,24,2025-06-24
0415,04,15,JUNE,6,"24,25",2025,25,2025-06-25
0415,04,15,AUGUST,8,"6,7",2025,6,2025-08-06
0415,04,15,AUGUST,8,"6,7",2025,7,2025-08-07
0415,04,15,SEPTEMBER,9,"18,19",2025,18,2025-09-18
0415,04,15,SEPTEMBER,9,"18,19",2025,19,2025-09-19
0415,04,15,OCTOBER,10,31,2025,31,2025-10-31
0415,04,15,NOVEMBER,11,3,2025,3,2025-11-03
0501,05,01,APRIL,4,"1,2",2025,1,2025-04-01
0501,05,01,APRIL,4,"1,2",2025,2,2025-04-02
0501,05,01,MAY,5,"28,29",2025,28,2025-05-28
0501,05,01,MAY,5,"28,29",2025,29,2025-05-29
0501,05,01,JULY,7,"17,18",2025,17,2025-07-17
0501,05,01,JULY,7,"17,18",2025,18,2025-07-18
0501,05,01,SEPTEMBER,9,"12,15",2025,12,2025-09-12
0501,05,01,SEPTEMBER,9,"12,15",2025,15,2025-09-15
0501,05,01,OCTOBER,10,"29,30",2025,29,2025-10-29
0501,05,01,OCTOBER,10,"29,30",2025,30,2025-10-30
0502,05,02,APRIL,4,"3,4",2025,3,2025-04-03
0502,05,02,APRIL,4,"3,4",2025,4,2025-04-04
0502,05,02,MAY,5,30,2025,30,2025-05-30
0502,05,02,JUNE,6,2,2025,2,2025-06-02
0502,05,02,JULY,7,"21,22",2025,21,2025-07-21
0502,05,02,JULY,7,"21,22",2025,22,2025-07-22
0502,05,02,SEPTEMBER,9,"16,17",2025,16,2025-09-16
0502,05,02,SEPTEMBER,9,"16,17",2025,17,2025-09-17
0502,05,02,OCTOBER,10,31,2025,31,2025-10-31
0502,05,02,NOVEMBER,11,3,2025,3,2025-11-03
0503,05,03,APRIL,4,"7,8",2025,7,2025-04-07
0503,05,03,APRIL,4,"7,8",2025,8,2025-04-08
0503,05,03,JUNE,6,"3,4",2025,3,2025-06-03
0503,05,03,JUNE,6,"3,4",2025,4,2025-06-04
0503,05,03,JULY,7,"23,24",2025,23,2025-07-23
0503,05,03,JULY,7,"23,24",2025,24,2025-07-24
0503,05,03,SEPTEMBER,9,"18,19",2025,18,2025-09-18
0503,05,03,SEPTEMBER,9,"18,19",2025,19,2025-09-19
0503,05,03,NOVEMBER,11,"4,5",2025,4,2025-11-04
0503,05,03,NOVEMBER,11,"4,5",2025,5,2025-11-05
